"행정구역","2021년05월_남_총인구수","2021년05월_남_연령구간인구수","2021년05월_남_0~9세","2021년05월_남_10~19세","2021년05월_남_20~29세","2021년05월_남_30~39세","2021년05월_남_40~49세","2021년05월_남_50~59세","2021년05월_남_60~69세","2021년05월_남_70~79세","2021년05월_남_80~89세","2021년05월_남_90~99세","2021년05월_남_100세 이상","2021년05월_여_총인구수","2021년05월_여_연령구간인구수","2021년05월_여_0~9세","2021년05월_여_10~19세","2021년05월_여_20~29세","2021년05월_여_30~39세","2021년05월_여_40~49세","2021년05월_여_50~59세","2021년05월_여_60~69세","2021년05월_여_70~79세","2021년05월_여_80~89세","2021년05월_여_90~99세","2021년05월_여_100세 이상"
"경기도 광명시 (4121000000)","145,900","145,900","11,530","15,481","19,677","20,568","25,019","24,586","18,308","7,949","2,539","235","8","149,842","149,842","11,019","14,597","18,055","19,934","25,690","24,693","20,218","9,715","5,027","864","30"
"경기도 광명시 광명1동(4121051000)","151","151","0","5","11","20","25","46","32","9","2","1","0","118","118","0","4","11","14","14","30","31","10","1","3","0"
"경기도 광명시 광명2동(4121052000)","1,677","1,677","68","120","215","221","246","305","285","164","46","7","0","1,621","1,621","43","98","178","158","212","294","339","202","90","7","0"
"경기도 광명시 광명3동(4121054000)","4,736","4,736","169","315","681","639","697","886","788","423","129","7","2","5,040","5,040","176","290","610","512","651","975","1,005","543","242","35","1"
"경기도 광명시 광명4동(4121055000)","6,782","6,782","329","455","953","988","981","1,199","1,153","560","152","12","0","7,067","7,067","346","458","896","834","964","1,227","1,312","697","289","43","1"
"경기도 광명시 광명5동(4121056000)","7,151","7,151","444","646","1,017","919","1,170","1,195","1,064","522","160","14","0","7,288","7,288","396","609","808","838","1,154","1,255","1,241","636","305","46","0"
"경기도 광명시 광명6동(4121057000)","5,215","5,215","368","590","651","635","867","896","735","362","105","6","0","5,376","5,376","419","536","627","609","916","891","783","394","176","23","2"
"경기도 광명시 광명7동(4121058000)","9,854","9,854","673","892","1,391","1,437","1,560","1,622","1,438","631","194","16","0","10,100","10,100","715","869","1,232","1,319","1,544","1,749","1,570","715","329","57","1"
"경기도 광명시 철산1동(4121059000)","5,415","5,415","464","720","758","729","936","893","601","235","73","6","0","5,550","5,550","430","662","689","731","1,070","913","619","275","137","23","1"
"경기도 광명시 철산2동(4121060000)","3,896","3,896","138","257","574","565","577","842","623","220","91","9","0","3,500","3,500","138","219","508","412","503","707","556","276","150","30","1"
"경기도 광명시 철산3동(4121061000)","16,879","16,879","1,546","2,266","2,226","1,896","3,018","2,861","1,995","779","270","21","1","17,521","17,521","1,514","2,083","2,087","2,130","3,374","2,857","2,087","842","459","85","3"
"경기도 광명시 철산4동(4121062000)","6,628","6,628","522","615","888","1,166","1,144","1,093","760","354","82","2","2","6,583","6,583","468","574","779","1,135","1,139","1,049","848","406","164","20","1"
"경기도 광명시 하안1동(4121063100)","13,025","13,025","1,154","1,630","1,711","1,484","2,383","2,276","1,570","625","172","20","0","13,095","13,095","1,081","1,547","1,517","1,492","2,500","2,197","1,610","688","378","80","5"
"경기도 광명시 하안2동(4121063200)","6,574","6,574","484","531","864","1,317","1,163","1,026","707","327","137","18","0","7,343","7,343","482","507","883","1,178","1,191","1,152","1,001","506","378","63","2"
"경기도 광명시 하안3동(4121063300)","9,563","9,563","766","927","1,211","1,404","1,661","1,605","1,175","535","249","30","0","10,719","10,719","652","901","1,228","1,414","1,749","1,693","1,445","934","599","100","4"
"경기도 광명시 하안4동(4121063400)","5,991","5,991","489","706","849","1,020","1,062","990","562","217","91","5","0","6,383","6,383","446","679","824","967","1,201","1,055","687","324","171","28","1"
"경기도 광명시 소하1동(4121064000)","15,576","15,576","1,496","2,195","1,922","1,844","2,949","2,438","1,783","731","194","23","1","16,323","16,323","1,431","2,091","1,791","2,058","3,147","2,485","1,939","859","434","86","2"
"경기도 광명시 소하2동(4121065000)","25,538","25,538","2,388","2,556","3,639","4,151","4,438","4,156","2,730","1,127","318","33","2","25,285","25,285","2,252","2,438","3,305","4,047","4,281","3,997","2,916","1,294","635","116","4"
"경기도 광명시 학온동(4121066000)","1,249","1,249","32","55","116","133","142","257","307","128","74","5","0","930","930","30","32","82","86","80","167","229","114","90","19","1"
"경기도 평택시 (4122000000)","284,559","284,559","25,143","27,760","41,656","45,339","50,855","46,569","29,093","12,507","5,158","453","26","263,572","263,572","24,276","26,018","34,056","37,529","44,252","41,826","28,756","15,938","9,353","1,502","66"
"경기도 평택시 팽성읍(4122025000)","14,491","14,491","823","955","1,776","1,757","2,237","2,824","2,314","1,185","578","39","3","13,327","13,327","786","864","1,341","1,348","1,795","2,217","2,311","1,530","988","140","7"
"경기도 평택시 안중읍(4122025300)","22,523","22,523","1,899","2,900","3,197","3,063","4,333","3,869","2,027","842","363","30","0","21,120","21,120","1,933","2,844","2,709","2,494","4,118","3,186","1,938","1,112","667","115","4"
"경기도 평택시 포승읍(4122025600)","14,516","14,516","907","1,028","2,059","2,600","2,997","2,483","1,549","638","227","28","0","9,591","9,591","917","901","1,115","1,269","1,581","1,425","1,211","661","420","87","4"
"경기도 평택시 청북읍(4122025900)","14,321","14,321","2,040","1,697","1,342","2,492","3,135","1,710","1,149","541","191","24","0","12,762","12,762","1,933","1,580","1,072","2,317","2,407","1,302","1,129","553","381","84","4"
"경기도 평택시 진위면(4122031000)","6,223","6,223","235","428","919","878","987","1,145","961","481","175","14","0","5,082","5,082","242","377","574","485","668","947","873","543","323","48","2"
"경기도 평택시 서탄면(4122032000)","2,011","2,011","56","120","222","185","310","385","419","217","90","7","0","1,652","1,652","56","85","124","145","160","291","343","246","178","24","0"
"경기도 평택시 고덕면(4122033000)","14,138","14,138","1,476","1,035","2,434","2,897","2,378","2,019","1,179","516","188","15","1","12,545","12,545","1,500","1,028","1,708","2,342","1,917","1,876","1,182","559","349","84","0"
"경기도 평택시 오성면(4122034000)","3,581","3,581","171","248","410","378","534","715","637","316","151","21","0","3,089","3,089","130","240","287","234","350","541","582","377","302","45","1"
"경기도 평택시 현덕면(4122037000)","2,759","2,759","80","147","256","203","372","553","598","377","159","14","0","2,459","2,459","63","140","172","140","221","398","550","404","312","57","2"
"경기도 평택시 중앙동(4122051000)","22,698","22,698","1,411","2,476","4,101","3,057","3,821","4,194","2,301","950","357","30","0","21,400","21,400","1,417","2,333","3,180","2,318","3,688","3,996","2,359","1,277","728","101","3"
"경기도 평택시 서정동(4122052000)","12,848","12,848","623","1,175","2,014","1,734","2,180","2,439","1,585","745","316","35","2","12,502","12,502","638","1,095","1,677","1,326","1,913","2,373","1,771","1,065","570","72","2"
"경기도 평택시 송탄동(4122053500)","10,522","10,522","1,206","909","1,452","1,779","2,036","1,679","981","326","141","13","0","9,587","9,587","1,141","924","1,181","1,629","1,650","1,560","838","385","230","48","1"
"경기도 평택시 지산동(4122055000)","6,964","6,964","336","434","1,457","1,401","1,217","1,069","627","294","123","6","0","5,756","5,756","349","451","1,072","875","896","883","602","407","190","29","2"
"경기도 평택시 송북동(4122056000)","11,050","11,050","793","1,105","1,601","1,322","1,936","2,042","1,416","566","236","26","7","10,976","10,976","790","1,072","1,315","1,292","1,770","2,003","1,419","798","435","76","6"
"경기도 평택시 신장1동(4122057000)","3,645","3,645","300","251","572","671","640","567","384","167","84","8","1","3,380","3,380","284","234","452","560","503","506","374","287","152","28","0"
"경기도 평택시 신장2동(4122058000)","2,885","2,885","91","151","388","380","462","536","467","264","121","15","10","2,795","2,795","74","119","315","247","301","464","545","425","243","49","13"
"경기도 평택시 신평동(4122059000)","11,773","11,773","528","914","2,148","1,722","1,803","2,166","1,500","689","282","21","0","10,962","10,962","486","799","1,823","1,227","1,588","2,053","1,568","891","466","59","2"
"경기도 평택시 원평동(4122060000)","5,503","5,503","255","329","912","876","828","991","766","374","162","10","0","5,065","5,065","265","311","702","601","729","872","791","491","263","39","1"
"경기도 평택시 통복동(4122061000)","2,147","2,147","61","127","351","267","285","419","362","196","72","7","0","1,964","1,964","68","93","260","165","234","364","390","253","117","19","1"
"경기도 평택시 비전1동(4122062000)","44,778","44,778","5,755","4,969","6,008","8,779","8,647","6,076","3,041","1,093","374","35","1","43,434","43,434","5,540","4,629","5,655","8,238","8,160","5,881","3,134","1,348","733","113","3"
"경기도 평택시 비전2동(4122063000)","26,820","26,820","2,916","3,240","3,783","4,068","4,587","4,284","2,522","940","447","32","1","27,238","27,238","2,800","2,953","3,540","4,003","4,852","4,448","2,581","1,272","695","87","7"
"경기도 평택시 용이동(4122063500)","13,490","13,490","1,821","1,645","1,897","2,521","2,754","1,744","778","245","79","6","0","12,254","12,254","1,606","1,522","1,677","2,236","2,459","1,525","740","291","168","30","0"
"경기도 평택시 세교동(4122064000)","14,873","14,873","1,360","1,477","2,357","2,309","2,376","2,660","1,530","545","242","17","0","14,632","14,632","1,258","1,424","2,105","2,038","2,292","2,715","1,525","763","443","68","1"
"경기도 송탄출장소 (4122200000)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"경기도 안중출장소 (4122400000)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"경기도 동두천시 (4125000000)","46,606","46,606","3,115","4,264","6,071","5,195","7,199","8,629","6,684","3,626","1,660","160","3","46,686","46,686","2,925","4,210","5,095","4,810","6,742","7,698","6,885","5,005","2,862","431","23"
"경기도 동두천시 생연1동(4125051000)","3,440","3,440","259","276","409","395","477","649","560","270","133","12","0","3,432","3,432","220","296","340","376","425","583","560","379","230","22","1"
"경기도 동두천시 생연2동(4125052000)","5,895","5,895","393","633","721","602","960","1,060","794","459","254","19","0","6,131","6,131","347","610","606","611","928","970","919","694","397","48","1"
"경기도 동두천시 중앙동(4125053500)","2,595","2,595","77","108","268","238","331","584","585","270","108","25","1","2,359","2,359","63","98","213","186","209","418","494","370","249","53","6"
"경기도 동두천시 보산동(4125055000)","1,442","1,442","64","94","196","150","195","267","274","139","59","4","0","1,508","1,508","78","107","133","133","176","280","252","212","122","15","0"
"경기도 동두천시 불현동(4125056500)","13,359","13,359","926","1,280","1,863","1,474","2,020","2,487","1,893","952","422","41","1","13,734","13,734","905","1,286","1,613","1,429","2,030","2,351","1,934","1,340","738","106","2"
"경기도 동두천시 송내동(4125056600)","12,468","12,468","1,042","1,471","1,764","1,526","2,195","2,149","1,203","733","357","28","0","12,834","12,834","1,007","1,430","1,547","1,471","2,218","1,970","1,451","1,102","545","91","2"
"경기도 동두천시 소요동(4125058000)","4,559","4,559","209","263","521","435","655","871","853","529","204","19","0","4,197","4,197","193","242","378","351","489","712","824","577","371","51","9"
"경기도 동두천시 상패동(4125060000)","2,848","2,848","145","139","329","375","366","562","522","274","123","12","1","2,491","2,491","112","141","265","253","267","414","451","331","210","45","2"
"경기도 안산시 (4127000000)","336,303","336,303","22,146","32,501","57,007","46,520","54,467","65,227","39,521","13,503","4,918","472","21","319,252","319,252","21,240","30,552","50,072","38,764","51,806","62,608","36,006","16,429","9,986","1,719","70"
"경기도 안산시 상록구 (4127100000)","180,419","180,419","11,704","17,484","31,447","23,951","29,089","35,247","20,890","7,452","2,847","296","12","173,156","173,156","11,327","16,621","27,573","20,205","27,959","33,984","19,313","9,408","5,735","993","38"
"경기도 안산시 상록구 일동(4127151000)","12,683","12,683","828","1,187","1,935","1,649","2,362","2,490","1,395","601","219","17","0","12,157","12,157","823","1,224","1,827","1,365","2,051","2,195","1,342","827","417","82","4"
"경기도 안산시 상록구 이동(4127151500)","12,804","12,804","508","813","2,327","2,195","2,206","2,438","1,467","614","218","17","1","11,131","11,131","528","757","2,047","1,525","1,695","2,075","1,325","718","384","74","3"
"경기도 안산시 상록구 사동(4127152500)","17,265","17,265","911","1,449","3,336","2,645","2,913","3,358","1,625","642","324","57","5","15,616","15,616","834","1,333","2,713","1,902","2,523","3,000","1,455","908","800","141","7"
"경기도 안산시 상록구 사이동(4127153200)","16,664","16,664","1,263","1,804","2,824","2,234","2,708","3,192","1,835","564","219","21","0","16,305","16,305","1,181","1,729","2,539","1,961","2,725","3,178","1,742","727","443","77","3"
"경기도 안산시 상록구 해양동(4127153700)","20,815","20,815","2,184","2,690","3,896","2,810","3,447","3,403","1,821","438","112","14","0","20,446","20,446","2,278","2,587","3,341","2,931","3,666","3,402","1,517","412","253","59","0"
"경기도 안산시 상록구 본오1동(4127154000)","19,450","19,450","1,312","2,045","3,145","2,423","3,480","3,882","2,067","769","304","23","0","18,189","18,189","1,234","1,858","2,798","2,049","3,244","3,475","1,836","1,035","573","87","0"
"경기도 안산시 상록구 본오2동(4127155000)","13,149","13,149","753","1,332","2,247","1,593","2,084","2,686","1,580","599","251","24","0","13,371","13,371","744","1,395","2,108","1,345","2,184","2,763","1,464","815","473","75","5"
"경기도 안산시 상록구 본오3동(4127156000)","9,955","9,955","483","849","1,829","1,306","1,501","2,054","1,227","466","221","19","0","9,951","9,951","434","830","1,691","1,100","1,519","2,146","1,171","635","378","47","0"
"경기도 안산시 상록구 부곡동(4127157000)","11,265","11,265","733","1,029","1,830","1,342","1,824","2,484","1,348","454","206","15","0","10,539","10,539","681","1,054","1,596","1,040","1,699","2,212","1,197","625","390","42","3"
"경기도 안산시 상록구 월피동(4127158000)","19,623","19,623","1,111","1,923","3,841","2,406","2,879","4,073","2,413","698","258","21","0","18,788","18,788","1,056","1,707","3,272","2,012","2,925","4,064","2,103","917","624","102","6"
"경기도 안산시 상록구 성포동(4127159000)","13,031","13,031","861","1,303","2,432","1,675","1,587","2,592","1,845","516","176","39","5","13,566","13,566","791","1,193","2,186","1,584","1,919","3,014","1,767","607","408","93","4"
"경기도 안산시 상록구 반월동(4127160000)","8,975","8,975","523","665","1,171","1,152","1,393","1,581","1,460","770","239","20","1","8,823","8,823","525","599","986","980","1,210","1,631","1,608","826","379","77","2"
"경기도 안산시 상록구 안산동(4127161000)","4,740","4,740","234","395","634","521","705","1,014","807","321","100","9","0","4,274","4,274","218","355","469","411","599","829","786","356","213","37","1"
"경기도 안산시 단원구 (4127300000)","155,884","155,884","10,442","15,017","25,560","22,569","25,378","29,980","18,631","6,051","2,071","176","9","146,096","146,096","9,913","13,931","22,499","18,559","23,847","28,624","16,693","7,021","4,251","726","32"
"경기도 안산시 단원구 와동(4127351000)","20,468","20,468","1,312","2,022","3,354","2,803","3,764","4,087","2,143","722","238","23","0","18,251","18,251","1,242","1,796","2,676","2,190","3,231","3,503","1,968","980","569","90","6"
"경기도 안산시 단원구 고잔동(4127352500)","10,876","10,876","559","962","2,058","1,758","1,574","2,068","1,273","458","159","7","0","10,860","10,860","565","876","2,082","1,369","1,596","2,056","1,271","628","367","50","0"
"경기도 안산시 단원구 중앙동(4127353200)","12,559","12,559","820","1,070","2,632","2,107","1,763","2,141","1,484","419","111","10","2","12,664","12,664","751","1,032","2,658","1,800","1,893","2,337","1,415","431","278","65","4"
"경기도 안산시 단원구 호수동(4127353500)","22,197","22,197","1,727","2,688","3,816","2,833","3,340","4,386","2,532","625","223","27","0","21,952","21,952","1,678","2,478","3,661","2,724","3,771","4,510","1,989","613","432","94","2"
"경기도 안산시 단원구 원곡동(4127354500)","3,540","3,540","141","158","284","379","583","996","599","283","110","7","0","2,625","2,625","140","146","179","254","378","600","455","298","158","17","0"
"경기도 안산시 단원구 백운동(4127355500)","9,280","9,280","649","903","1,436","1,322","1,386","1,792","1,253","429","103","6","1","9,028","9,028","635","853","1,286","1,153","1,381","1,861","1,188","437","199","28","7"
"경기도 안산시 단원구 신길동(4127356500)","12,135","12,135","817","1,263","1,771","1,633","2,221","2,326","1,435","492","162","14","1","10,463","10,463","766","1,201","1,315","1,236","1,775","2,005","1,304","497","303","58","3"
"경기도 안산시 단원구 초지동(4127357000)","24,146","24,146","1,927","2,393","3,945","4,034","4,145","4,114","2,427","830","304","26","1","22,897","22,897","1,810","2,288","3,421","3,229","3,928","4,128","2,288","1,041","642","118","4"
"경기도 안산시 단원구 선부1동(4127358000)","9,192","9,192","684","750","1,460","1,672","1,423","1,593","1,149","330","121","10","0","8,730","8,730","619","678","1,228","1,303","1,295","1,740","1,085","459","276","46","1"
"경기도 안산시 단원구 선부2동(4127359000)","8,807","8,807","427","809","1,327","1,041","1,542","2,025","1,118","384","118","15","1","7,425","7,425","437","711","1,095","779","1,214","1,576","915","409","255","33","1"
"경기도 안산시 단원구 선부3동(4127360000)","17,951","17,951","1,198","1,805","3,047","2,610","3,087","3,418","2,047","519","211","9","0","16,980","16,980","1,142","1,696","2,602","2,235","2,961","3,389","1,726","716","445","66","2"
"경기도 안산시 단원구 대부동(4127361000)","4,733","4,733","181","194","430","377","550","1,034","1,171","560","211","22","3","4,221","4,221","128","176","296","287","424","919","1,089","512","327","61","2"
"경기도 고양시 (4128000000)","529,030","529,030","41,242","52,882","76,559","71,035","87,361","96,275","63,540","26,520","12,323","1,247","46","551,626","551,626","39,537","50,566","72,859","72,032","92,948","99,413","63,480","35,253","21,682","3,720","136"
"경기도 고양시 덕양구 (4128100000)","237,211","237,211","19,514","21,076","32,354","34,547","39,446","41,591","29,384","13,126","5,638","513","22","242,945","242,945","18,761","20,178","30,205","33,975","39,259","41,851","30,079","17,185","9,785","1,596","71"
"경기도 고양시 덕양구 주교동(4128151000)","7,645","7,645","298","623","1,148","874","1,073","1,660","1,221","522","204","20","2","7,190","7,190","245","518","927","658","995","1,513","1,178","689","403","62","2"
"경기도 고양시 덕양구 원신동(4128152000)","11,333","11,333","1,473","987","1,127","1,805","2,200","1,545","1,357","620","201","18","0","12,260","12,260","1,517","1,048","1,075","2,088","2,107","1,753","1,543","725","344","60","0"
"경기도 고양시 덕양구 흥도동(4128153000)","22,917","22,917","2,705","2,105","2,575","3,809","4,485","3,262","2,371","1,178","391","35","1","24,274","24,274","2,678","2,086","2,680","4,158","4,286","3,519","2,655","1,406","692","110","4"
"경기도 고양시 덕양구 성사1동(4128154000)","10,859","10,859","650","964","1,576","1,306","1,732","2,166","1,474","659","308","23","1","10,998","10,998","620","848","1,408","1,233","1,665","2,088","1,592","924","516","95","9"
"경기도 고양시 덕양구 성사2동(4128155000)","5,514","5,514","295","527","810","653","808","991","808","400","206","15","1","5,879","5,879","305","489","672","627","885","1,103","848","535","359","53","3"
"경기도 고양시 덕양구 효자동(4128156000)","6,507","6,507","1,025","449","707","1,356","1,273","830","549","230","79","5","4","6,877","6,877","1,032","533","821","1,507","1,110","848","579","262","155","26","4"
"경기도 고양시 덕양구 삼송동(4128157500)","11,616","11,616","1,209","814","1,325","2,260","2,054","1,609","1,377","706","248","13","1","12,449","12,449","1,237","747","1,460","2,336","1,992","1,851","1,495","850","421","58","2"
"경기도 고양시 덕양구 창릉동(4128158000)","11,033","11,033","1,384","813","1,179","2,462","2,024","1,396","1,092","502","156","25","0","11,114","11,114","1,283","775","1,283","2,503","1,887","1,385","1,133","549","269","44","3"
"경기도 고양시 덕양구 고양동(4128159000)","15,099","15,099","1,069","1,633","1,920","1,618","2,630","2,707","1,991","1,060","425","45","1","14,959","14,959","1,046","1,458","1,664","1,552","2,554","2,401","2,151","1,367","668","93","5"
"경기도 고양시 덕양구 관산동(4128160000)","18,618","18,618","1,069","1,456","2,375","2,187","2,984","3,599","2,952","1,408","548","38","2","18,101","18,101","1,006","1,349","1,943","1,872","2,689","3,399","3,058","1,717","894","167","7"
"경기도 고양시 덕양구 능곡동(4128161000)","7,987","7,987","465","634","1,174","966","1,098","1,613","1,250","534","237","16","0","7,566","7,566","412","551","963","839","1,090","1,538","1,140","610","348","73","2"
"경기도 고양시 덕양구 화정1동(4128162100)","18,419","18,419","1,000","1,860","3,115","2,218","2,652","3,697","2,207","990","615","63","2","19,392","19,392","923","1,741","3,045","2,068","3,026","3,846","2,155","1,521","938","120","9"
"경기도 고양시 덕양구 화정2동(4128162200)","16,028","16,028","1,291","1,886","2,312","2,115","2,813","2,881","1,630","665","395","39","1","17,062","17,062","1,219","1,783","2,289","2,159","3,249","2,947","1,584","1,043","689","98","2"
"경기도 고양시 덕양구 행주동(4128163000)","9,899","9,899","374","616","1,562","1,285","1,439","2,149","1,595","598","263","17","1","8,984","8,984","323","547","1,274","971","1,195","1,810","1,475","812","480","96","1"
"경기도 고양시 덕양구 행신1동(4128164000)","10,688","10,688","704","985","1,573","1,411","1,645","2,066","1,466","532","280","25","1","11,177","11,177","591","1,032","1,508","1,270","1,792","2,188","1,415","825","476","77","3"
"경기도 고양시 덕양구 행신2동(4128165000)","15,784","15,784","1,132","1,398","2,553","2,526","2,330","2,897","1,816","748","350","33","1","16,324","16,324","1,070","1,344","2,297","2,383","2,551","3,036","1,765","1,074","696","102","6"
"경기도 고양시 덕양구 행신3동(4128165500)","22,238","22,238","1,347","2,397","3,603","2,579","3,453","4,545","2,683","1,084","492","54","1","23,551","23,551","1,293","2,368","3,287","2,525","3,836","4,745","2,752","1,527","1,040","177","1"
"경기도 고양시 덕양구 화전동(4128166000)","13,618","13,618","1,981","864","1,477","2,948","2,584","1,696","1,281","568","192","26","1","13,768","13,768","1,917","902","1,461","3,133","2,226","1,712","1,380","619","339","74","5"
"경기도 고양시 덕양구 대덕동(4128167000)","1,409","1,409","43","65","243","169","169","282","264","122","48","3","1","1,020","1,020","44","59","148","93","124","169","181","130","58","11","3"
"경기도 고양시 일산동구 (4128500000)","146,195","146,195","10,560","14,983","22,540","18,881","24,024","27,409","17,444","6,739","3,243","357","15","154,242","154,242","10,031","14,129","22,199","19,664","26,686","28,779","17,006","8,851","5,779","1,089","29"
"경기도 고양시 일산동구 식사동(4128551000)","17,960","17,960","1,879","2,486","2,493","1,851","3,362","3,319","1,696","589","254","29","2","18,896","18,896","1,745","2,345","2,488","2,260","3,900","3,261","1,566","806","441","81","3"
"경기도 고양시 일산동구 중산동(4128552000)","22,729","22,729","1,688","2,277","3,619","2,677","3,447","4,250","2,951","1,175","572","72","1","24,334","24,334","1,644","2,097","3,233","2,762","3,815","4,922","3,009","1,556","1,078","213","5"
"경기도 고양시 일산동구 정발산동(4128553000)","11,331","11,331","646","1,021","2,020","1,513","1,627","2,079","1,477","646","274","27","1","12,170","12,170","590","1,022","1,895","1,398","1,912","2,388","1,588","801","494","81","1"
"경기도 고양시 일산동구 풍산동(4128554000)","18,800","18,800","1,574","2,273","2,708","2,246","3,174","3,335","2,181","858","405","46","0","20,214","20,214","1,546","2,137","2,656","2,404","3,566","3,676","2,247","1,175","681","125","1"
"경기도 고양시 일산동구 백석1동(4128555100)","14,608","14,608","1,004","1,375","2,400","2,216","2,277","2,695","1,704","608","302","25","2","16,079","16,079","989","1,315","2,482","2,301","2,676","3,038","1,814","876","498","87","3"
"경기도 고양시 일산동구 백석2동(4128555200)","10,104","10,104","438","661","1,623","1,643","1,795","1,994","1,220","493","213","23","1","10,876","10,876","448","619","1,897","1,713","1,871","1,919","1,188","651","488","77","5"
"경기도 고양시 일산동구 마두1동(4128556000)","11,642","11,642","707","1,661","1,875","1,051","1,809","2,341","1,418","503","248","28","1","12,535","12,535","666","1,600","1,842","1,229","2,265","2,422","1,278","663","471","95","4"
"경기도 고양시 일산동구 마두2동(4128557000)","7,788","7,788","612","1,119","1,111","690","1,281","1,505","850","333","248","38","1","8,665","8,665","590","1,068","1,108","880","1,619","1,587","808","489","449","66","1"
"경기도 고양시 일산동구 장항1동(4128558000)","5,861","5,861","757","504","671","867","1,071","1,008","668","240","68","7","0","5,600","5,600","647","469","615","990","1,044","941","548","208","107","30","1"
"경기도 고양시 일산동구 장항2동(4128559000)","13,144","13,144","546","783","2,335","2,474","2,314","2,438","1,365","507","341","37","4","13,815","13,815","500","772","2,736","2,359","2,435","2,456","1,231","750","498","75","3"
"경기도 고양시 일산동구 고봉동(4128560000)","12,228","12,228","709","823","1,685","1,653","1,867","2,445","1,914","787","318","25","2","11,058","11,058","666","685","1,247","1,368","1,583","2,169","1,729","876","574","159","2"
"경기도 고양시 일산서구 (4128700000)","145,624","145,624","11,168","16,823","21,665","17,607","23,891","27,275","16,712","6,655","3,442","377","9","154,439","154,439","10,745","16,259","20,455","18,393","27,003","28,783","16,395","9,217","6,118","1,035","36"
"경기도 고양시 일산서구 일산1동(4128751000)","13,195","13,195","966","1,295","2,036","1,586","1,984","2,494","1,670","763","366","35","0","14,105","14,105","941","1,330","1,889","1,574","2,204","2,709","1,743","1,037","583","89","6"
"경기도 고양시 일산서구 일산2동(4128752000)","9,186","9,186","422","781","1,422","971","1,256","2,035","1,484","536","253","26","0","9,344","9,344","456","685","1,265","954","1,261","2,088","1,386","714","452","79","4"
"경기도 고양시 일산서구 일산3동(4128753000)","17,285","17,285","1,358","2,895","2,425","1,707","3,088","3,196","1,710","566","298","41","1","18,326","18,326","1,202","2,799","2,282","1,790","3,904","3,360","1,541","796","539","111","2"
"경기도 고양시 일산서구 탄현동(4128754000)","25,357","25,357","2,300","2,793","3,774","3,430","4,370","4,686","2,502","939","509","54","0","26,424","26,424","2,179","2,683","3,554","3,558","4,700","4,877","2,375","1,392","936","167","3"
"경기도 고양시 일산서구 주엽1동(4128755000)","13,125","13,125","907","1,596","1,922","1,564","2,020","2,347","1,592","669","451","55","2","14,901","14,901","877","1,575","1,847","1,748","2,535","2,691","1,642","1,022","844","115","5"
"경기도 고양시 일산서구 주엽2동(4128756000)","13,634","13,634","1,017","1,596","1,880","1,593","2,167","2,395","1,666","762","491","66","1","15,507","15,507","942","1,593","1,865","1,718","2,566","2,791","1,700","1,211","968","149","4"
"경기도 고양시 일산서구 대화동(4128757000)","17,636","17,636","1,134","1,591","3,037","2,719","2,643","3,240","2,081","809","339","41","2","18,673","18,673","1,100","1,389","3,222","2,596","2,911","3,579","2,067","1,027","666","110","6"
"경기도 고양시 일산서구 송포동(4128758000)","10,724","10,724","806","1,150","1,670","1,370","1,738","1,992","1,215","507","254","19","3","11,007","11,007","841","1,099","1,369","1,484","1,942","2,041","1,199","612","355","64","1"
"경기도 고양시 일산서구 송산동(4128759000)","25,482","25,482","2,258","3,126","3,499","2,667","4,625","4,890","2,792","1,104","481","40","0","26,152","26,152","2,207","3,106","3,162","2,971","4,980","4,647","2,742","1,406","775","151","5"
"경기도 과천시 (4129000000)","33,887","33,887","3,104","3,478","4,876","4,842","5,025","5,809","4,134","1,775","747","94","3","35,140","35,140","2,860","3,269","4,425","4,859","5,353","6,245","4,376","2,166","1,290","287","10"
"경기도 과천시 중앙동(4129051000)","5,314","5,314","418","497","833","688","672","956","786","309","139","15","1","5,633","5,633","393","491","724","728","781","1,092","775","347","240","58","4"
"경기도 과천시 갈현동(4129052000)","7,380","7,380","926","906","891","920","1,324","1,217","751","298","131","16","0","7,834","7,834","858","921","865","1,117","1,406","1,242","780","406","205","34","0"
"경기도 과천시 별양동(4129053000)","5,174","5,174","371","571","845","648","656","980","663","266","148","24","2","5,642","5,642","338","546","822","664","773","1,092","724","350","269","62","2"
"경기도 과천시 부림동(4129054000)","7,405","7,405","797","736","1,057","1,189","1,050","1,244","842","326","144","20","0","7,665","7,665","710","674","971","1,224","1,134","1,378","853","402","249","68","2"
"경기도 과천시 과천동(4129055000)","4,887","4,887","316","317","705","906","746","756","686","335","108","12","0","4,453","4,453","304","258","567","683","625","770","713","338","167","28","0"
"경기도 과천시 문원동(4129056000)","3,727","3,727","276","451","545","491","577","656","406","241","77","7","0","3,913","3,913","257","379","476","443","634","671","531","323","160","37","2"
"경기도 구리시 (4131000000)","96,640","96,640","7,512","9,141","13,798","12,857","16,071","17,366","12,614","5,214","1,878","169","20","98,198","98,198","7,084","8,561","13,039","12,667","16,121","17,877","12,753","6,430","3,146","486","34"
"경기도 구리시 갈매동(4131051000)","15,431","15,431","2,309","1,146","1,625","2,766","3,122","2,010","1,610","696","134","13","0","15,672","15,672","2,163","1,159","1,639","2,983","2,744","2,147","1,778","731","276","52","0"
